No.,Chromosome ,start,end,DMR length (bp),No. CpGs in DMR,strand,pval,qval,Methylation difference (tumor/normal)* ,Genomic locus,Methylated in:
974,chr11,117667189,117667328,140,17,*,,,,FXYD2,cADN markers
975,chr10,54068545,54068668,124,16,*,,,,DKK 1.00,cADN markers
976,chr14,37049299,37049507,209,17,*,,,,NKX2-8,cADN markers
977,chr8,22562361,22562616,256,15,*,,,,PEBP4,cADN markers
978,chr7,30176015,30176168,154,19,*,,,,MTURN,cADN markers
979,chr20,644181,645199,1019,143,*,,,,SCRT2,cADN markers
980,chr16,67196793,67197932,1140,135,*,,,,HSF4,cADN markers
981,chr18,55103625,55104167,543,47,*,,,,AC090340.1,cADN markers
982,chr7,152623133,152623271,139,19,*,,,,AF104455.1,cADN markers
983,chr9,104499852,104500208,357,40,*,,,,MTND3P4,cADN markers
984,chr17,72347936,72348312,377,79,*,,,,KIF19,cADN markers
985,chr15,65688098,65688530,433,59,*,,,,IGDCC4,cADN markers
986,chr17,75524641,75524771,131,19,*,,,,RP11-13K12.2,cADN markers
987,chr13,96204669,96205515,847,77,*,,,,DZIP1,cADN markers
988,chr10,47083355,47083620,266,31,*,,,,NPY4R,cADN markers
989,chr16,66613033,66613407,375,47,*,,,,CMTM2,cADN markers
990,chr14,24640822,24641442,621,52,*,,,,REC8,cADN markers
991,chr2,180725577,180726320,744,88,*,,,,ZNF385B,SSL markers
992,chr2,207308004,207308307,304,43,*,,,,ADAM23,SSL markers
993,chr2,207308703,207308906,204,27,*,,,,ADAM23,SSL markers
994,chr1,29449971,29450188,218,20,*,,,,TMEM200B,SSL markers
995,chr1,47697268,47697582,315,22,*,,,,TAL1,SSL markers
996,chr1,53098641,53098937,297,39,*,,,,FAM159A,SSL markers
997,chr1,204797410,204797678,269,16,*,,,,NFASC,SSL markers
998,chr15,40212674,40212800,127,12,*,,,,GPR176,SSL markers
999,chr20,49639086,49640143,1057,139,*,,,,KCNG1,SSL markers
1000,chr18,5628030,5628636,607,39,*,,,,CpG island_241,SSL markers
1001,chr18,5629099,5629908,810,68,*,,,,CpG island_241,SSL markers
1002,chr18,5630318,5630554,237,19,*,,,,CpG island_241,SSL markers
1003,chr5,17217745,17218835,1091,102,*,,,,BASP1,SSL markers
1004,chr12,22095222,22095375,154,14,*,,,,ABCC9 (CpG island_90),SSL markers
1005,chr20,43439231,43439451,221,31,*,,,,RIMS4,SSL markers
1006,chr14,79744904,79745216,313,16,*,,,,NRXN3,SSL markers
1007,chr14,79745280,79745672,393,38,*,,,,NRXN3,SSL markers
1008,chr15,85360193,85360809,616,70,*,,,,ALPK3,SSL markers
1009,chr6,91005490,91005829,339,46,*,,,,MIR4464,SSL markers
1010,chr5,121413333,121413806,474,53,*,,,,LOX,SSL markers
1011,chr4,109092482,109093483,1002,56,*,,,,LEF1-AS1,SSL markers
1012,chr7,37955840,37956673,834,72,*,,,,SFRP4,SSL markers
1013,chr14,65008535,65008761,227,19,*,7.05066963734881E-06,0.000858228109711,0.440772517432692,CDS.NA/CDS.HSPA2/exon.NA/exon.HSPA2,Age dependent markers
1014,chr10,44223817,44224129,313,22,*,1.05760044560232E-05,0.000858228109711,0.281212015932971,intergenic.NA,Age dependent markers
1015,chr19,50391280,50391574,295,23,*,1.05760044560232E-05,0.000858228109711,0.644421996465721,promoter.MIR4750/CDS.TBC1D17/exon.TBC1D17/exon.MIR4750/exon.IL4I1/intron.TBC1D17/3UTR.IL4I1,Age dependent markers
1016,chr5,95767449,95767946,498,26,*,1.05760044560232E-05,0.000858228109711,0.286319201709219,promoter.PCSK1/CDS.PCSK1/5UTR.PCSK1/exon.PCSK1/intron.PCSK1,Age dependent markers
1017,chr5,140821329,140821684,356,33,*,1.41013392746976E-05,0.000858228109711,0.249611946692657,intron.PCDHGA1/intron.PCDHGA2/intron.PCDHGA3/intron.PCDHGB1/intron.PCDHGA4/intron.PCDHGB2/intron.PCDHGA5/intron.PCDHGB3/intron.PCDHGA6/intron.PCDHGA7/intron.PCDHGB4/intron.PCDHGA8/intron.PCDHGB5/intron.PCDHGA9/intron.PCDHGB6/intron.PCDHGA10/intron.PCDHGB7/intron.PCDHGA11/intron.PCDHGA12,Age dependent markers
1018,chr5,140807137,140807713,577,51,*,1.41013392746976E-05,0.000858228109711,0.261113065299743,1to5kb.PCDHGA12/CDS.PCDHGB8P/exon.PCDHGB8P/intron.PCDHGA1/intron.PCDHGA2/intron.PCDHGA3/intron.PCDHGB1/intron.PCDHGA4/intron.PCDHGB2/intron.PCDHGA5/intron.PCDHGB3/intron.PCDHGA6/intron.PCDHGA7/intron.PCDHGB4/intron.PCDHGA8/intron.PCDHGB5/intron.PCDHGA9/intron.PCDHGB6/intron.PCDHGA10/intron.PCDHGB7/intron.PCDHGA11,Age dependent markers
1019,chr4,155661769,155662019,251,18,*,1.41013392746976E-05,0.000858228109711,0.259584981372269,1to5kb.LRAT/intron.NA,Age dependent markers
1020,chr6,170597264,170597670,407,31,*,1.7626674093372E-05,0.001033727425835,0.24744400645007,CDS.DLL1/exon.DLL1/intron.DLL1/3UTR.DLL1,Age dependent markers
1021,chr5,140209470,140210033,564,56,*,2.11520089120464E-05,0.001113452809004,0.211815247996941,1to5kb.PCDHA7/CDS.PCDHA6/exon.PCDHA6/intron.PCDHA1/intron.PCDHA2/intron.PCDHA3/intron.PCDHA4/intron.PCDHA5/intron.PCDHA6,Age dependent markers
1022,chr5,140175635,140175958,324,30,*,2.11520089120464E-05,0.001113452809004,0.256779950127882,1to5kb.PCDHA3/CDS.PCDHA2/exon.PCDHA2/intron.PCDHA1,Age dependent markers
1023,chr2,130344987,130345238,252,28,*,2.11520089120464E-05,0.001113452809004,0.408191382031867,intergenic.NA,Age dependent markers
1024,chr12,126675562,126676194,633,56,*,2.46773437307208E-05,0.001250008342184,0.3009436845074,intergenic.NA,Age dependent markers
1025,chr10,85997110,85997254,145,18,*,2.82026785493952E-05,0.001416700871332,0.269572872333813,CDS.LRIT1/exon.LRIT1,Age dependent markers
1026,chr5,140167947,140168220,274,19,*,2.82026785493952E-05,0.001416700871332,0.254844226686289,CDS.PCDHA1/exon.PCDHA1/intron.PCDHA1,Age dependent markers
1027,chr5,140256665,140256910,246,40,*,3.17280133680696E-05,0.001542479394365,0.31836216107164,1to5kb.PCDHA13/CDS.PCDHA12/exon.PCDHA12/intron.PCDHA1/intron.PCDHA2/intron.PCDHA3/intron.PCDHA4/intron.PCDHA5/intron.PCDHA6/intron.PCDHA7/intron.PCDHA8/intron.PCDHA9/intron.PCDHA10/intron.PCDHA11,Age dependent markers
1028,chr11,63318866,63319107,242,13,*,3.87786830054184E-05,0.00176122281725,0.30510709858672,intergenic.NA,Age dependent markers
1029,chr18,23713729,23713974,246,26,*,5.28800222801161E-05,0.002374883082402,0.256833714032948,promoter.PSMA8/CDS.PSMA8/5UTR.PSMA8/exon.PSMA8,Age dependent markers
1030,chr1,19600323,19601075,753,70,*,5.64053570987905E-05,0.002482452164337,0.325846783453309,promoter.AKR7L/5UTR.AKR7L/exon.AKR7L/intron.AKR7L,Age dependent markers
1031,chr15,26340977,26341132,156,10,*,5.64053570987905E-05,0.002482452164337,0.313592092451351,intergenic.NA,Age dependent markers
1032,chr5,140230195,140230437,243,21,*,6.34560267361393E-05,0.002652637574392,0.254932329009983,CDS.PCDHA9/exon.PCDHA9/intron.PCDHA1/intron.PCDHA2/intron.PCDHA3/intron.PCDHA4/intron.PCDHA5/intron.PCDHA6/intron.PCDHA7/intron.PCDHA8,Age dependent markers
1033,chr4,5052861,5053806,946,105,*,,,,STK32B,cADN and SSL specific markers
1034,chr12,129337871,129338652,782,114,*,,,,GLT1D1,cADN and SSL specific markers
1035,chr11,107798861,107799637,777,77,*,,,,RAB39A,cADN and SSL specific markers
1036,chr16,20084708,20085465,758,67,*,,,,GPR139,cADN and SSL specific markers
1037,chr2,29338053,29338766,714,106,*,,,,CLIP4,cADN and SSL specific markers
1038,chr11,20690580,20691268,689,85,*,,,,NELL1,cADN and SSL specific markers
1039,chr5,16179797,16180454,658,86,*,,,,RP11-19O2.2,cADN and SSL specific markers
1040,chr22,33453896,33454485,590,79,*,,,,CTA-415G2.2,cADN and SSL specific markers
1041,chr19,56879418,56879975,558,55,*,,,,ZNF542,cADN and SSL specific markers
1042,chr10,129535384,129535930,547,61,*,,,,FOXI2,cADN and SSL specific markers
1043,chr20,62679425,62679946,522,79,*,,,,SOX18,cADN and SSL specific markers
1044,chr1,18434312,18434802,491,79,*,,,,IGSF21,cADN and SSL specific markers
1045,chr21,22370344,22370806,463,70,*,,,,NCAM2,cADN and SSL specific markers
1046,chr14,36988021,36988469,449,52,*,,,,NKX2-1-AS1/SFTA3,cADN and SSL specific markers
1047,chr7,37488069,37488488,420,51,*,,,,ELMO1,cADN and SSL specific markers
1048,chr8,54164028,54164442,415,52,*,,,,OPRK1,cADN and SSL specific markers
1049,chr6,29760439,29760849,411,34,*,,,,HCG4,cADN and SSL specific markers
1050,chr4,3769263,3769656,394,48,*,,,,ADRA2C,cADN and SSL specific markers
1051,chr13,79170093,79170483,391,44,*,,,,RNF219-AS1,cADN and SSL specific markers
1052,chr2,100937780,100938166,387,46,*,,,,LONRF2,cADN and SSL specific markers
1053,chr16,56228267,56228592,326,34,*,,,,GNAO1,cADN and SSL specific markers
1054,chr13,53422555,53422871,317,32,*,,,,PCDH8,cADN and SSL specific markers
1055,chr14,74706164,74706476,313,26,*,,,,VSX2,cADN and SSL specific markers
1056,chr1,12123491,12123781,291,40,*,,,,TNFRSF8,cADN and SSL specific markers
1057,chr14,61109855,61110133,279,17,*,,,,SIX1,cADN and SSL specific markers
1058,chr5,175085022,175085300,279,46,*,,,,HRH2,cADN and SSL specific markers
1059,chr8,72756710,72756935,226,14,*,,,,MSC,cADN and SSL specific markers
1060,chr15,32639271,32639494,224,22,*,,,,RP11-717I24.1,cADN and SSL specific markers
1061,chr18,12254120,12254324,205,26,*,,,,CIDEA,cADN and SSL specific markers
1062,chr21,38069999,38070194,196,19,*,,,,AP000697.6,cADN and SSL specific markers
1063,chr4,107958409,107958603,195,17,*,,,,SNORD112,cADN and SSL specific markers
1064,chr2,137522856,137523045,190,22,*,,,,THSD7B,cADN and SSL specific markers
1065,chr4,20254736,20254921,186,27,*,,,,SLIT2,cADN and SSL specific markers
1066,chr6,117586736,117586918,183,19,*,,,,VGLL2,cADN and SSL specific markers
1067,chr11,115631219,115631389,171,10,*,,,,LINC00900,cADN and SSL specific markers
1068,chr4,62066929,62067097,169,10,*,,,,LPHN3,cADN and SSL specific markers
1069,chr2,187713847,187714014,168,19,*,,,,ZSWIM2,cADN and SSL specific markers
1070,chr1,75139239,75139398,160,22,*,,,,ERICH3,cADN and SSL specific markers
1071,chr7,149918135,149918286,152,16,*,,,,ACTR3C,cADN and SSL specific markers
1072,chr3,28616664,28616814,151,19,*,,,,LINC00693,cADN and SSL specific markers
1073,chr12,54943102,54943250,149,16,*,,,,PDE1B,cADN and SSL specific markers
1074,chr19,44952663,44952808,146,19,*,,,,ZNF285B,cADN and SSL specific markers
1075,chr19,58951756,58951895,140,13,*,,,,CTD-2619J13.19,cADN and SSL specific markers
1076,chr10,26505156,26505285,130,19,*,,,,GAD2,cADN and SSL specific markers
1077,chr19,57019137,57019264,128,13,*,,,,ZNF471,cADN and SSL specific markers
1078,chr2,98963099,98963212,114,13,*,,,,CNGA3,cADN and SSL specific markers
1079,chr13,112760378,112760490,113,16,*,,,,LINC00404,cADN and SSL specific markers
1080,chr8,70947440,70947562,123,10,*,,,,PRDM14,cADN and SSL specific markers
